,report_text,Bioagressor,Disease,hazard_list,source_name
2290,"en baisse car les grappes sont de moins en moins réceptives et le climat n'est pas du tout favorable aux contaminations. Tordeuses: Plus de papillon capturé dans les pièges. Des pontes trouvées sur Chéry en faible quantité. Avec les chaleurs encore annoncées, il de fortes probabilités pour qu’elles dessèchent. Lors des observations, une seule perforation avec chenille a été trouvée à Vernon. BSV viticole Rhône Alpes Page 6 sur 14 Vignobles du Forez et du Roannais (0 parcelles observées sur 6) Pas d'observation cette semaine BSV viticole Rhône Alpes Page 7 sur 14 Vignoble",1,0,#chenille #tordeuse ,draaf.auvergne-rhone-alpes.agriculture.gouv.fr_IMG_pdf_BSV-viti-RA-15_16-07-2015_cle0d1fec
2291,"du Diois (22 parcelles observées sur 22)  Stades phénologiques Stade phénologique observé Clairette - - intermédiaire (31-33) Clairette - baies de la taille d'un pois, les grappes pendent (31) Clairette - fermeture de la grappe (33) Muscat à pts grains - - intermédiaire (33-35) Muscat à pts grains - fermeture de la grappe (33) Nombre de parcelle 13 soit 18,2 % 4,5 % 9,1 % 9,1 % 59,1 %  Situation sanitaire (éléments remarquables) Oïdium (Erysiphe necator) OIDIUM -> NOMBRE GRAPPES ATTEINTES / 100 G Nb parcelles du réseau VIGNOBLE DU DIOIS 22 Risque toujours présent. Zone géographique 22 20 Nb observ. ABSENCE 0 - - 20 1 >20 1  Résumé de la situation phytosanitaire et analyse du risque Stades phénologiques : Les muscats sont à fermeture de la grappe. Les muscats les plus précoces se colorent. Les clairettes sont au stade baies de la taille de gros pois sur le",0,1,#oïdium ,draaf.auvergne-rhone-alpes.agriculture.gouv.fr_IMG_pdf_BSV-viti-RA-15_16-07-2015_cle0d1fec
2292,bas de la vallée. Elles sont au stade baies de la taille de gros plombs sur le haut. Oïdium : Progression des symptômes sur parcelles atteintes et sur témoin non traité. Peu de cas sur le réseau. Seulement deux parcelles sur 22. Risque présent jusqu'à mi-véraison. Mildiou : Etat stable. risuqe faible sur grappe. Flavescence dorée : Un foyer trouvé sur la commune d'Aurel. BSV viticole Rhône Alpes Page 8 sur 14 Vignobles de,0,1,#oïdium #mildiou ,draaf.auvergne-rhone-alpes.agriculture.gouv.fr_IMG_pdf_BSV-viti-RA-15_16-07-2015_cle0d1fec
2294,- - intermédiaire (33-35) Jacquère - fermeture de la grappe (33) Mondeuse - - intermédiaire (33-35) Mondeuse - fermeture de la grappe (33) Pinot noir - - intermédiaire (33-35) Roussanne - fermeture de la,0,0,,draaf.auvergne-rhone-alpes.agriculture.gouv.fr_IMG_pdf_BSV-viti-RA-15_16-07-2015_cle0d1fec
2295,"grappe (33) Nombre de parcelle soit 6,2 % 6,2 % 12,5 % 6,2 % 12,5 % 18,8 % 6,2 % 12,5 % 12,5 % 6,2 %  Situation sanitaire (éléments remarquables) Mildiou (Plasmopara viticola): MILDIOU -> MILDIOU SUR GRAPPES POUR 100 G Nb parcelles du réseau Zone géographique Nb observ. ABSENCE 0 - - 10 >10 VIGNOBLES DE SAVOIE - BUGEY Risque nul pour les grappes. 34 16 Oïdium (Erysiphe necator) OIDIUM -> NOMBRE GRAPPES ATTEINTES / 100 G Nb parcelles du réseau Zone géographique Nb observ. ABSENCE 0 - - 20 >20 VIGNOBLES DE SAVOIE - BUGEY Risque présent uniquement dans les parcelles avec symptômes.  Résumé de la situation phytosanitaire et analyse du risque Savoie Stade phénologique : La vigne est toujours à fermeture de la grappe mais on peut envisager un début de véraison fin de semaine prochaine pour les cépages précoces. Mildiou : Les symptômes observés sont de vieux symptômes, non fructifères. Risque de contamiantion nul sur grappe. Oïdium : Pas d'évolution non plus pour l'oïdium qui semble stabilisé sur les parcelles. le risque commence à régresser. BSV viticole Rhône Alpes Page 9 sur 14 Black Rot : Pas de pluie donc pas de nouvelles projections de black rot. Risque de contamination faible pour les parcelles saines. Tordeuses de la grappe : Nous sommes toujours en plein vol pour les vers de la",1,1,#tordeuse #oïdium #mildiou ,draaf.auvergne-rhone-alpes.agriculture.gouv.fr_IMG_pdf_BSV-viti-RA-15_16-07-2015_cle0d1fec
2296,grappe de 2ème génération avec des captures pouvant atteindre 100 individus à Les Marches et 250 individus à Apremont! A surveiller. Cicadelles de la FD : Plus de traces de larves de cicadelles de la flavescence dorée. Bugey Stades phénologiques : Les toutes premières baies vairées ont été repérées dans des parcelles précoces de pinot noir. Mildiou : Mildiou : quelques nouvelles taches sont visibles sur le haut du feuillage. Pas d'évolution sur grappe. Risque nulle pour les grappe. Oïdium : Oïdium : Pas d'évolution. Le secteur le plus touché reste le secteur de,1,1,#cicadelle #oïdium #mildiou ,draaf.auvergne-rhone-alpes.agriculture.gouv.fr_IMG_pdf_BSV-viti-RA-15_16-07-2015_cle0d1fec
2297,Montagnieu. risque élevé jusqu'au début véraison. Black rot : Black rot : quelques nouveaux symptômes sur grappes sur une parcelle hors réseau à Vaux en Bugey. Le risque de contamination sont possible en cas d'orage. Accidents climatiques : Les vignes plantées sur des sols peu profond commencent à souffrir du manque d'eau. Certains ceps sont desséchés. Les grappes flétrissent. Il faut de l'eau rapidement !!! BSV viticole Rhône Alpes Page 10 sur 14 Vignobles des Balmes Dauphinoises (2 parcelles observées sur 2)  Stades phénologiques Stade phénologique observé Chardonnay - - intermédiaire (33-35) Chardonnay - fermeture de la grappe (33) Nombre de parcelle soit 50 % 50 %  Situation sanitaire (éléments remarquables) Oïdium (Erysiphe necator) TORDEUSES EUDEMIS COCHYLIS -> G2 PERFORATIONS SUR GRAPPES Nb Nb parcelles observ. ABSENCE 0 - 5 du réseau Zone géographique VIGNOBLE 5 - 20 1 >20 0 Risque reste présent sur parcelles déjà atteintes.  Résumé de la situation phytosanitaire et analyse,1,1,#tordeuse #oïdium ,draaf.auvergne-rhone-alpes.agriculture.gouv.fr_IMG_pdf_BSV-viti-RA-15_16-07-2015_cle0d1fec
2298,du risque Mildiou : les taches sont toujours visibles mais la plupart sont entrain de sécher grâce aux fortes chaleurs. Risque nulle sur grappe Oïdium : toujours des symptômes sur grappes mais l'évolution semble assez lente pour le moment. Le risque est présent jusqu'à mi véraison. Black rot : toujours une pression sur grappe mais qui reste assez faible pour le moment. Nous pouvons observer des dégâts sur baies à cause de coup de soleil. Pour le reste RAS. BSV viticole Rhône Alpes Page 11 sur 14 Vignoble du Sud Ardèche (24 parcelles observées sur 39)  Stades phénologiques Stade phénologique observé Cabernet-sauvignon - - intermédiaire (31-33) Carignan - - intermédiaire (33-35) Chardonnay - fermeture de la grappe (33) Chardonnay - - intermédiaire (33-35) Chardonnay - début véraison baies translucides se colorent (35) Chatus - fermeture de la,0,1,#oïdium #mildiou ,draaf.auvergne-rhone-alpes.agriculture.gouv.fr_IMG_pdf_BSV-viti-RA-15_16-07-2015_cle0d1fec
2299,"grappe (33) Gamay - - intermédiaire (33-35) Gamay - début véraison baies translucides se colorent (35) Grenache N - fermeture de la grappe (33) Grenache N - - intermédiaire (33-35) Grenache N - - intermédiaire (31-33) Merlot - fermeture de la grappe (33) Merlot - - intermédiaire (33-35) Syrah - - intermédiaire (33-35) Syrah - fermeture de la grappe (33) Viognier - - intermédiaire (33-35) Nombre de parcelle soit 4,2 % 4,2 % 4,2 % 1 8,3 % 16,7 % 4,2 % 1 8,3 % 4,2 % 4,2 % 1 4,2 % 8,3 % 4,2 % 1 8,3 % 8,3 % 4,2 % 4,2 %  Situation sanitaire (éléments remarquables) Mildiou (Plasmopara viticola): MILDIOU -> MILDIOU ceps atteints (au moins une taches) pour 100 G Nb parcelles du réseau 39 Zone géographique Nb observ. ABSENCE VIGNOBLE Risque nul sur grappe - - 10 >10 Black rot (Guignardia bidwellii) BLACK ROT -> NOMBRE GRAPPES ATTEINTES / 100 G Nb parcelles Nb observ. du réseau 39 24 VIGNOBLE DU SUD ARDÈCHE Zone géographique Oïdium (Erysiphe necator) OIDIUM -> NOMBRE GRAPPES ATTEINTES / 100 G Nb parcelles du réseau Zone géographique Nb observ. ABSENCE ABSENCE 0 - - >5 18 0 - - 20 >20 VIGNOBLE DU SUD ARDÈCHE",0,1,#oïdium #mildiou ,draaf.auvergne-rhone-alpes.agriculture.gouv.fr_IMG_pdf_BSV-viti-RA-15_16-07-2015_cle0d1fec
2300,"BSV viticole Rhône Alpes Page 12 sur 14  Résumé de la situation phytosanitaire et analyse du risque Stades phénologiques prédominants : 33 fermeture de la grappe. Les premières baies vérées sont visibles. Mildiou : Pas de nouvelle sortie de tâche cependant certaines vielles taches restent encore sporulantes. Risque faible actuellement avec une météo qui est complètement défavorable à la maladie. Oïdium : Stabilisation de la maladie dans la majorité des parcelles, toutefois, on observe encore de l'oïdium actif dans les parcelles vigoureuses et fortement atteintes. le risque est élevé sur cépages sensibles jusqu'à mi-véraison. Black rot : Pas d'évolution. le risque de contamination reste faible tant que les conditions sèches persistent et ce jusqu'à mi-véraison. Ensuite les grappes ne seront plus sensibles. Tordeuses : Les vols sont terminés. Quelques perforations sont visibles mais elles restent peu nombreuses. Risque faible Cicadelle de la Flavescence Dorée : Émergence des adultes depuis la semaine dernière. Accidents climatiques : Des symptômes de sécheresse commencent à apparaître dans certains secteurs, les vignes commencent à souffrir du manque d'eau. BSV viticole Rhône Alpes Page 13 sur 14 Prochain bulletin le mardi 21 juillet Bulletin édité sous la responsabilité de la Chambre Régionale d’Agriculture de Rhône-Alpes. : Jean-Luc FLAUGERE, Président du Comité Régional Directeur de publication d'Epidémiosurveillance Rédacteur : Nicolas BESSET Chambre d'Agriculture du Rhône ou Maud Bonnefoux Chambre d'Agriculture de l’Ardèche Comité de rédaction : Nicolas Fermond (CA26) – Maud Bonnefoux (CA07) – Anne Catherine Léger (CA42) – Amandine Fauriat (CA07) – Fabienne Carteron (FDGDON des",1,1,#cicadelle #tordeuse #oïdium #mildiou ,draaf.auvergne-rhone-alpes.agriculture.gouv.fr_IMG_pdf_BSV-viti-RA-15_16-07-2015_cle0d1fec
2301,"Savoie) – Fabrice Charroud (Gaic Cholat 38) - Daniel Brissot (Cave de Tain) – Caroline Respaud (CA69) - Brigitte Barthelet (SRAL Rhône Alpes) – Marie-Noëlle Dubar (SRAL Rhône – Alpes) A partir des observations réalisées par : Chambres d’Agriculture de Rhône Alpes, FREDONRA, FDGDON26, FDGDON des Savoie, ADABIO Négoces ou Coopératives agricoles : C.A.Dauphinoise, C.A.Mâconnais.Beaujolais, Valsoleil, Terres Dioises, Agridrôme, Natura’Pro, Cooptain, GAIC CHOLAT, Soufflet Vigne, Ecovigne, Oenophyt, Ets Perret, Inovapro SAS Caves coopératives viticoles : Signé Vignerons, Oedoria, Vignerons des Pierres Dorées, UVICA, Cellier des Gorges de l’Ardèche, Cave de Tain l’Hermitage, Cave de Die Jaillance, Cave de St Désirat Négoce viticole : Latour Ardèche Lycée agricole : Lycée Olivier de Serres / Ferme expérimentale Le Pradel Syndicat des Vins du Bugey Ce bulletin est produit à partir d’observations ponctuelles. S’il donne une tendance de la situation sanitaire régionale, celle-ci ne peut pas être transposée telle quelle à la parcelle. La CRARA dégage donc toute responsabilité quant aux décisions prises par les agriculteurs pour la protection de leurs cultures et les invite à prendre ces décisions sur la base d’observations qu’ils auront",0,0,,draaf.auvergne-rhone-alpes.agriculture.gouv.fr_IMG_pdf_BSV-viti-RA-15_16-07-2015_cle0d1fec
2304," Limous in sur demande : accueil@limous in.chambagri.fr   Midi-Pyrénées : www.bs v.mp.chambagri.fr Ce qu'il faut retenir  Stades phénologiques :  Franquette , Fernor : Cf2 « individualisat ion des feuilles ext ernes » à Df2 « déploiement des feuilles »  Marbot , Grandjean, Corne : Df « individualisat ion des folioles » à Ef « apparit ion des inf loresc enc es »  Lara, Chandler, Ferjean : Df2 f1 « divergenc es des st igmat es »  Ferouet t e, Ferbel, Feradam : « émergenc e des st igmat es » f1  Serr : F f2 « st igmat es c omplèt ement réc urvés » f3 « début de brunissement des st igmat es »  Bactériose : Période de sensibilit é en c ours (Cf à Gf). Risque de contamination",0,1,#bactériose ,draaf.aquitaine-limousin-poitou-charentes.agriculture.gouv.fr_IMG_pdf_20160503_BSV_NOIX_SO_4_VF_cle081a55
2305,"élevé pour l’ensemble des variétés lors des épisodes pluv ieux.  Anthracnose : Risque de contamination élevé lors des prochaines pluies pour l’ensemble des variétés.  Carpocapse : Pas de risque ac t uellement .  Lécanine du cornouiller : Début des pont es. Le risque début era avec la migrat ion des larves. Bulletin de Santé du Végéta l Grand Sud-Ouest No ix – N°04 du 3 ma i 2016 1/6  Stades phénologiques On c onst at e pour une même variét é d’une part une fort e hét érogénéit é du développement végét at if selon les exposit ions, les sit uat ions géographiques, la fert ilisat ion et d’aut re part un retard de la floraison de jours par rapport à la moyenne enregistrée sur les dix dernières années . Stade Description Photo Inflorescence feme lle C f2 Les éc ailles et les brac t ées s’éc",1,1,#carpocapse #anthracnose ,draaf.aquitaine-limousin-poitou-charentes.agriculture.gouv.fr_IMG_pdf_20160503_BSV_NOIX_SO_4_VF_cle081a55
2306,"art ent , les premières feuilles commencent à s’indiv idualiser. Df Le bourgeon est ouvert , les premières feuilles se séparent et leurs folioles sont bien indiv idualisées . Df2 Les premières feuilles sont complétements déployées ; d’abord dressées, elles prennent ensuit e un port plus ou moins oblique laissant apparaît re en leur c ent re les f leurs femelles. Ef Apparition des fleurs femelles Apparition des stigmates Ff1 Divergence des stigmates : les st igmat es sont de c ouleur jaune orangé et leur réc ept ivit é",0,0,,draaf.aquitaine-limousin-poitou-charentes.agriculture.gouv.fr_IMG_pdf_20160503_BSV_NOIX_SO_4_VF_cle081a55
2307,"est opt imale : c ’est la pleine f loraison femelle Ff2 Stigmates complétement récurvés : les st igmat es prennent une c ouleur vert - jaune pâle. Ff3 Début de brunissement des stigmates : les papilles des st igmat es c ommenc ent à se néc roser, c eux- se st rient de f ins f ilet s bruns Varié tés Franquet t e, Fernor Franquet t e, Fernor Marbot , Grandjean, Corne, Franquet t e, Fernor Marbot , Grandjean, Corne, Lara, Chandler, Ferjean Marbot , Grandjean, Corne, Lara, Chandler, Ferjean Lara, Chandler, Ferjean, Ferouet Lara, Chandler, Ferjean, Ferouet t e, Feradam, Ferbel Serr Serr Bulletin de Santé du Végéta l Grand Sud-Ouest No ix – N°04 du 3 ma i 2016 2/6 Maladies  Bactériose (Xanthomonas campestris pv. juglandis) Rappels biologiques L'essentiel des contaminations se",0,1,#bactériose ,draaf.aquitaine-limousin-poitou-charentes.agriculture.gouv.fr_IMG_pdf_20160503_BSV_NOIX_SO_4_VF_cle081a55
2308,"produit tôt, du débourrement ( C f) à la fin de floraison (Ff3) et uniquement en conditions humides. Le pollen des c hat ons c ont aminés est une sourc e import ant e de disséminat ion de la maladie. Evaluation du risque– bactériose L’ensemble des variét és ont at t eint le st ade (Cf) de sensibilit la bac t ériose. Le risque de contamination sera élevé lors des prochains épisodes pluv ieux.  Anthracnose du noyer (Gnomonia leptospyla) Rappels biologiques Le c hampignon a repris son ac t ivit é et produit",0,1,#bactériose #anthracnose #anthracnose du noyer ,draaf.aquitaine-limousin-poitou-charentes.agriculture.gouv.fr_IMG_pdf_20160503_BSV_NOIX_SO_4_VF_cle081a55
2309,"donc des spores qui vont infester les tous jeune s organes des noyers à partir du début d'apparition du stade Df, et ce à l’occasion des passages pluv ieux. Une t empérat ure opt imale d'environ 21°C et une humidit é relat ive élevée (96 – 100 %) favorisent la maladie. T out efois, les c ont aminat ions sont possibles à part ir de 15°C et le pourc ent age de germinat ion des spores augment e avec la durée d’humec t at ion. Observations du réseau Des c ont rôles biologiques de projec t ions des asc ospores sont réalisés",0,0,,draaf.aquitaine-limousin-poitou-charentes.agriculture.gouv.fr_IMG_pdf_20160503_BSV_NOIX_SO_4_VF_cle081a55
2310,"au sein de not re réseau grâc un c apt eur de spores plac é sur un lit de feuilles c ont aminées et non t rait ées sur le sit e de Saint - Mart ial d'Albarède (24). Ce suivi a permis d’observer l’augment at ion du nombre d’asc ospores projet és. Site Période de projec tion Cumul de Pluie (en mm) Température moyenne durant l’humec tation Nombre de spores piégées par les capteurs ST MARTIAL D'ALBAREDE (24) (PERLIM Noix / FREDON) Du 13 au 21/04 Du 21 au 27/ (°C) 14 °C 13 °C Bulletin de Santé du Végéta l Grand Sud-Ouest No ix – N°04 du 3 ma i 2016 3/6 jour, 30 à 33 % du st oc k annuel a ét é projet é. Le st oc k de spores projet ables augment e de % par jour. Evaluation du risque – anthracnose Le risque de contamination sera élevé",0,1,#anthracnose ,draaf.aquitaine-limousin-poitou-charentes.agriculture.gouv.fr_IMG_pdf_20160503_BSV_NOIX_SO_4_VF_cle081a55
2311,lors des prochaines pluies pour l ’ensemble des variétés. Suivez régulièrement l'évolut ion de la végét at ion des variét és moins avanc ées ainsi que les prévisions c limat iques. Ravageurs  Carpocapse (Cydia pomonella) Eléments biologiques Les chenilles hivernantes se nymphosent à partir de fin mars - début avril. Les adultes du premier vol commencent,1,0,#chenille #carpocapse ,draaf.aquitaine-limousin-poitou-charentes.agriculture.gouv.fr_IMG_pdf_20160503_BSV_NOIX_SO_4_VF_cle081a55
2313,"2 jours et hygromét rie supérieure à 60 %). La pont e peut c ommenc er rapidement après l'ac c ouplement . Chaque femelle pond environ 50 œufs déposés isolément sur les jeunes feuilles à proximit é des fruit s au print emps, ou sur les fruit s en ét é. Auc une pont e ne se fait sur le feuillage ou fruit mouillé. Imago de Cy dia pomone lla (C rédit Photo : INRA) La durée d'inc ubat ion de l'œuf est de 90°C jour c alc ulée en base 10 (faire le c umul des frac t ions de t empérat ures moyennes supérieures à 10°C). De fait , la durée d'inc ubat ion des œufs varie de 20 jours. Les larves connaissent un court stade baladeur (1 jours) puis pénètrent dans les fruits et occasionnent les premiers dégâts. La lignification de la coquille n’empêche pas la pénétration de la jeune larve qui passe par l’ombilic de la noix. La durée de développement des c henilles dépend de la t empérat ure",0,0,,draaf.aquitaine-limousin-poitou-charentes.agriculture.gouv.fr_IMG_pdf_20160503_BSV_NOIX_SO_4_VF_cle081a55
2314,"et varie généralement ent re 15 et 30 jours. En f in de développement , alors qu'elles mesurent 18 - 20 mm, les c henilles quit t ent les fruit s pour se nymphoser sur le t ronc ou au sol. La durée nymphale varie de 12 jours. Ces individus donnent alors les papillons qui c onst it uent le deuxième vol (de juillet in août ). Lorsque les c ondit ions c limat iques sont favorables au dével oppement du c arpoc apse, un t roisième vol peut avoir lieu de f in août in sept embre. Les noix attaquées tôt en saison chutent bien avant la récolte. Celles attaquées tardivement restent sur",0,0,,draaf.aquitaine-limousin-poitou-charentes.agriculture.gouv.fr_IMG_pdf_20160503_BSV_NOIX_SO_4_VF_cle081a55
2315,l’arbre jusqu’à la maturité. Le cerneau est en partie dévoré et r empli de déjections le rendant impropre à la consommation. Suiv i des émergences La c onnaissanc e de l'ac t ivit é et de l'évolut ion biologique du c arpoc apse permet de,0,0,,draaf.aquitaine-limousin-poitou-charentes.agriculture.gouv.fr_IMG_pdf_20160503_BSV_NOIX_SO_4_VF_cle081a55
2316,"sit uer au mieux les périodes de risque. Les méthodes utilisées sont :    les suivis biologiques (élevage de c arpoc apse dans des rouleaux de bandes de c art on ondulé et dans des t ubes t ransparent s) ; l'ut ilisat ion des données de piégeage sexuel issues d'un réseau d'observat eurs volont aires ; la modélisat ion. Auc une de c es mét hodes n'apport elle seule une réponse c omplèt e, il faut donc les ut iliser en c omplément arit é. Observations du réseau Les premières émergenc es ont eu lieu en sec t eurs préc oc es (Lot - et - Garonne) vers le 20 avril, alors qu’auc une n’a ét é not ée en sec t eurs plus t ardifs . Bulletin de Santé du Végéta l Grand Sud-Ouest No ix –",0,0,,draaf.aquitaine-limousin-poitou-charentes.agriculture.gouv.fr_IMG_pdf_20160503_BSV_NOIX_SO_4_VF_cle081a55
2317,"N°04 du 3 ma i 2016 4/6 Un réseau de piégeage est ac t uellement mis en plac e sur différent s sec t eurs pour quadriller le bassin de produc t ion, permet t ant ainsi de dét ec t er le vol du papillon. it re indic at if, le c hiffre de 10 c apt ures sur 7 jours, c ’est à dire en faisant le c umul des t rois d erniers relevés (c eux- ét ant réalisés les lundis, merc redis et vendredis), peut êt re ret enu c omme seuil d’alert e. Confusion sexuelle",0,0,,draaf.aquitaine-limousin-poitou-charentes.agriculture.gouv.fr_IMG_pdf_20160503_BSV_NOIX_SO_4_VF_cle081a55
2322,"érogènes sans pour aut ant at t eindre le seuil c rit ique de nuisibilit é. Les premières pont es sont observées sous les bouc liers en sec t eurs préc oc es (Lot - et - Garonne). (C rédit Photo : INRA ) Evaluation du risque – lécanine du cornouiller La période de risque début era avec la migrat ion des larves vers les jeunes pousses et les feuilles. Surveillez vos parc elles.  Ravageurs phyllophages (charançons, chenilles) Eléments biologiques Les c haranç ons sont des ravageurs d’import anc e sec ondaire en verger. Ils sont t rès polyphages et s’at t aquent princ ipalement aux feuillus forest",1,0,#chenille #charançon ,draaf.aquitaine-limousin-poitou-charentes.agriculture.gouv.fr_IMG_pdf_20160503_BSV_NOIX_SO_4_VF_cle081a55
2324,"la réalisa tion des observa tions né ce ssa ire l'é labora tion du Bulle tin de santé du v égé ta l Grand Sud-Ouest No ix sont les suivante s : FREDON Limousin, les C hambres d’Agriculture de la Corrèze, de la Dordogne et du Lot, la station expérimentale de C reysse, les coopératives PERLIM No ix / COOPCERNO / PROMONOIX / LA PERIGOURD INE / UNIC OQUE / C APEL / VAL C AUSSE / EC OLIM Edition AQUITAINE Ce eti n es rod ti 'ob s ervati on on ctuel l es réa lis ées un rés ea rcel l es . S'i onne une tend ce tua ti on ta i re rég i ona l e, cel l e-ci ne p eu être tra os ée tel uel cha cune d es rcel l es . La Cha mb re R ég i ona 'Ag cu l tu re Aq ta i ne-Limou –P oi tou -Cha ren tes d ég on c tou te res p on té q ua ux d éci on es es cu l teu rs p ou rotecti on eu rs",0,0,,draaf.aquitaine-limousin-poitou-charentes.agriculture.gouv.fr_IMG_pdf_20160503_BSV_NOIX_SO_4_VF_cle081a55
2325,"cu l tu res . Cel l e-ci éci es ob s erv a ti on ue cha cun réa es rcel l es et s 'a ca s échéa es p récon ti on ues eti techn ues (l a tra ça té d es ob s erv a ti on s es t néces re). "" Act ion lotée par le m in tère chargé de l 'ag ri cu l ture et le min tère chargé de l ’écolog ie, av ec l ’appu inanc ier de l ’Of ce nat ional de l 'eau et des mi l ieux aquat iques , par les créd i ts us de la redev ance pour pol lut ions us es at t ribués au f inancement du p",0,0,,draaf.aquitaine-limousin-poitou-charentes.agriculture.gouv.fr_IMG_pdf_20160503_BSV_NOIX_SO_4_VF_cle081a55
2326,"lan Ecophy to "". Bulletin de Santé du Végéta l Grand Sud-Ouest No ix – N°04 du 3 ma i 2016 6/6",0,0,,draaf.aquitaine-limousin-poitou-charentes.agriculture.gouv.fr_IMG_pdf_20160503_BSV_NOIX_SO_4_VF_cle081a55
2327,1 Grandes cultures n° 5 du 27 septembre 2016 A retenir cette semaine,0,0,,draaf.bourgogne-franche-comte.agriculture.gouv.fr_IMG_pdf_BSV_GC_n_05_du_27_septembre_2016_cle0dfbc3
2328,": - Les colzas les plus en avancés atteignent plus de 10 feuilles. Des élongations sont possibles. Les plus en retard sont en cours de levée - Captures significatives de grosses altises accompagnées de morsures depuis la fin de la semaine dernière. - Pucerons présents sur feuilles dans quelques situations - Recrudescence des dégâts de limaces et toujours quelques situations avec dé- gâts de tenthrèdes. Réseau 2016-2017 Le réseau BSV Bourgogne est constitué de 60 parcelles. Il est rédigé aujourd’hui à partir de 50 parcelles. Stades des colzas Sur les 50 parcelles référencées, seule une est en cours de levée (semis du 19 sep- tembre). 60% des parcelles ont dépassé le stade B3. L’écart entre les plus en",0,0,,draaf.bourgogne-franche-comte.agriculture.gouv.fr_IMG_pdf_BSV_GC_n_05_du_27_septembre_2016_cle0dfbc3
2331,"le risque est faible - Pour les parcelles à forte hétérogénéité ou pour les parcelles ressemées et dont la plus grande partie n’a pas dépassé le stade 3 feuilles, le",0,0,,draaf.bourgogne-franche-comte.agriculture.gouv.fr_IMG_pdf_BSV_GC_n_05_du_27_septembre_2016_cle0dfbc3
2332,"risque est moyen à fort Altises des crucifères ou petites altises 3 -Période de risque : depuis la levée jusqu’au stade 3 feuilles -Seuil indicatif de risque : 8 pieds sur 10 portants des morsures, sans dépasser le quart de la surface végé- tative détruite. -Observations : sur 19 parcelles observées, 5 signalent des captures allant de 300 individus. -Analyse du risque : le risque petite altise se réfléchit à la parcelle. La vigilance doit se porter en priorité en bordure de parcelle. Dans les zones ou des repousses de colza sont présentes, la destruction de celles-ci entraine un déplacement de population. Surveillez les bordures de parcelles contigües à d’anciens colzas (d’autant plus que beaucoup de parcelles sont à des stades encore vulnérables",0,0,,draaf.bourgogne-franche-comte.agriculture.gouv.fr_IMG_pdf_BSV_GC_n_05_du_27_septembre_2016_cle0dfbc3
2333,"(levée, cotylédons). Si la pression petite altise est très importante et met en danger le peuplement, n’intervenir que sur la bordure où les petites altises se nourrissent majoritairement. 3 Grandes cultures n° 5 du 27 septembre 2016 Limaces 4 - Période",0,0,,draaf.bourgogne-franche-comte.agriculture.gouv.fr_IMG_pdf_BSV_GC_n_05_du_27_septembre_2016_cle0dfbc3
2335,"(verts du pêcher (Myzus persicae) - Période de risque : jusqu’au stade 6 feuilles (6 semaines de végétation). Observez méticuleusement l’inté- rieur des feuilles. - Seuil indicatif de risque : présence de pucerons sur 2 pieds sur 10. - Observations : sur 38 parcelles observées, 6 ont relevé la présence de pucerons verts du pécher sur les feuilles à hauteur de 10 à 40% de plantes de colzas colonisées. 3 parcelles dépassent le seuil indicatif de risque mais seulement une n’a pas encore atteint le stade 6 feuilles. Analyse du risque : le risque est actuellement faible à moyen. Surveillez le dessous des feuilles méticuleusement. Grandes cultures n° 5 du 27 septembre 2016 Charançon du bourgeon terminal -Période de risque : du développement des premières larves jusqu’au décollement du bourgeon terminal. La lutte contre les larves étant impossible, c’est l’arrivée des adultes qui va déclencher le début de la période de risque. La cuvette jaune est indispensable pour effectuer ce piégeage. Les vols de CBT peuvent avoir lieu de fin septembre à l’entrée de l’hiver. - Observation : aucune capture n’est signalée sur le réseau cette semaine. Tenthrède de la rave - Période de risque : depuis la levée jusqu’au stade 6 feuilles. La dynamique de végétation est à prendre en compte, avec des attaques davantage problématiques sur des colzas peu poussants que sur des plantes en pleine croissance. - Seuil indicatif de risque : dégâts supérieurs au quart de la surface foliaire - Observations : sur",0,0,,draaf.bourgogne-franche-comte.agriculture.gouv.fr_IMG_pdf_BSV_GC_n_05_du_27_septembre_2016_cle0dfbc3
2336,"21 parcelles référencées cette semaine, 9 ont piégé des adultes en cuvette mais en faible nombre (1 à 19 insectes par cuvette). Les captures sont en diminution. En végétation, sur 26 parcelles observées, 8 signalent des dégâts sur feuilles à hauteur de 10% de sur- face foliaire détruite. Tenthrède de la rave adulte Source : Laurent JUNG, TERRES INOVIA - Analyse du risque : le risque tenthrède est faible pour le moment. Néanmoins, les adultes sont toujours piégés et des larves sont observées en parcelle même si les dégâts ne dépassent le seuil indicatif de risque : surveillez les parcelles. -Observations : les larves de teigne sont très fréquentes sur le réseau. Elles consomment des tissus verts et peuvent pénaliser",0,0,,draaf.bourgogne-franche-comte.agriculture.gouv.fr_IMG_pdf_BSV_GC_n_05_du_27_septembre_2016_cle0dfbc3
